Decision Tree,Neural Network,Random Forest,SVM,Logistic Regression,XGBoost
0.8341232227488151,0.8720379146919431,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8483412322274881
0.8151658767772512,0.8862559241706162,0.9004739336492891,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8151658767772512,0.8625592417061612,0.8815165876777251,0.8056872037914692,0.8720379146919431,0.8578199052132701
0.8246445497630331,0.8720379146919431,0.8862559241706162,0.8104265402843602,0.8672985781990521,0.8625592417061612
0.8199052132701422,0.8720379146919431,0.8862559241706162,0.8104265402843602,0.8672985781990521,0.8578199052132701
0.8246445497630331,0.8578199052132701,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.8151658767772512,0.8767772511848341,0.8909952606635071,0.8056872037914692,0.8767772511848341,0.8530805687203792
0.8341232227488151,0.8815165876777251,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8151658767772512,0.8862559241706162,0.8815165876777251,0.8104265402843602,0.8625592417061612,0.8720379146919431
0.8293838862559242,0.8483412322274881,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.7962085308056872,0.8672985781990521,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8436018957345972,0.8625592417061612,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8151658767772512,0.8720379146919431,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8293838862559242,0.8815165876777251,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8056872037914692,0.8672985781990521,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.7962085308056872,0.8815165876777251,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8341232227488151,0.8909952606635071,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8151658767772512,0.8625592417061612,0.8815165876777251,0.8104265402843602,0.8767772511848341,0.8530805687203792
0.8246445497630331,0.8720379146919431,0.9004739336492891,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.8151658767772512,0.8720379146919431,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8483412322274881
0.8056872037914692,0.8767772511848341,0.8767772511848341,0.8104265402843602,0.8578199052132701,0.8578199052132701
0.8341232227488151,0.8625592417061612,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8293838862559242,0.8530805687203792,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.8009478672985783,0.8672985781990521,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8436018957345972,0.8530805687203792,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8293838862559242,0.8862559241706162,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8436018957345972,0.8672985781990521,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8199052132701422,0.8672985781990521,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8436018957345972
0.8483412322274881,0.8625592417061612,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8436018957345972,0.8625592417061612,0.8957345971563981,0.8104265402843602,0.8672985781990521,0.8625592417061612
0.8104265402843602,0.8767772511848341,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8056872037914692,0.8578199052132701,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8483412322274881
0.8199052132701422,0.9004739336492891,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.8246445497630331,0.8625592417061612,0.8815165876777251,0.8104265402843602,0.8672985781990521,0.8578199052132701
0.8199052132701422,0.8530805687203792,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8436018957345972
0.8246445497630331,0.8862559241706162,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8151658767772512,0.8767772511848341,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8199052132701422,0.8625592417061612,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8151658767772512,0.8672985781990521,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.8293838862559242,0.8815165876777251,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.8151658767772512,0.8672985781990521,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8246445497630331,0.8672985781990521,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8199052132701422,0.8720379146919431,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8104265402843602,0.8625592417061612,0.8862559241706162,0.8104265402843602,0.8672985781990521,0.8625592417061612
0.8056872037914692,0.8530805687203792,0.8815165876777251,0.8104265402843602,0.8672985781990521,0.8578199052132701
0.8151658767772512,0.8815165876777251,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.8341232227488151,0.8672985781990521,0.8815165876777251,0.8056872037914692,0.8720379146919431,0.8720379146919431
0.8056872037914692,0.8815165876777251,0.8625592417061612,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8151658767772512,0.8815165876777251,0.8720379146919431,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8293838862559242,0.8672985781990521,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8056872037914692,0.8767772511848341,0.9004739336492891,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.7962085308056872,0.8530805687203792,0.8815165876777251,0.8104265402843602,0.8578199052132701,0.8720379146919431
0.8388625592417062,0.8625592417061612,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.8056872037914692,0.8862559241706162,0.8862559241706162,0.8104265402843602,0.8672985781990521,0.8767772511848341
0.8246445497630331,0.8862559241706162,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8578199052132701,0.8909952606635071,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.8199052132701422,0.8530805687203792,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8104265402843602,0.8672985781990521,0.9004739336492891,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8151658767772512,0.8530805687203792,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.8341232227488151,0.8909952606635071,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8151658767772512,0.8578199052132701,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8056872037914692,0.8578199052132701,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.8199052132701422,0.8625592417061612,0.8862559241706162,0.8104265402843602,0.8767772511848341,0.8625592417061612
0.8199052132701422,0.8815165876777251,0.8862559241706162,0.8104265402843602,0.8672985781990521,0.8767772511848341
0.8341232227488151,0.8767772511848341,0.8767772511848341,0.8056872037914692,0.8672985781990521,0.8625592417061612
0.8151658767772512,0.8530805687203792,0.909952606635071,0.8104265402843602,0.8720379146919431,0.8483412322274881
0.8104265402843602,0.8672985781990521,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8388625592417062,0.8767772511848341,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8151658767772512,0.8530805687203792,0.8957345971563981,0.8104265402843602,0.8672985781990521,0.8672985781990521
0.8009478672985783,0.8767772511848341,0.8909952606635071,0.8104265402843602,0.8767772511848341,0.8767772511848341
0.8009478672985783,0.8767772511848341,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8104265402843602,0.8862559241706162,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8293838862559242,0.8909952606635071,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8151658767772512,0.8767772511848341,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.8151658767772512,0.8672985781990521,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8151658767772512,0.8815165876777251,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8009478672985783,0.8483412322274881,0.9004739336492891,0.8104265402843602,0.8767772511848341,0.8672985781990521
0.8199052132701422,0.8767772511848341,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8104265402843602,0.8720379146919431,0.8957345971563981,0.8104265402843602,0.8530805687203792,0.8530805687203792
0.8436018957345972,0.8815165876777251,0.9052132701421801,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8151658767772512,0.8625592417061612,0.8957345971563981,0.8056872037914692,0.8720379146919431,0.8625592417061612
0.8009478672985783,0.8767772511848341,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.8293838862559242,0.8862559241706162,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8199052132701422,0.8578199052132701,0.8815165876777251,0.8056872037914692,0.8625592417061612,0.8578199052132701
0.8009478672985783,0.8625592417061612,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8341232227488151,0.8578199052132701,0.909952606635071,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.7962085308056872,0.8720379146919431,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8151658767772512,0.8767772511848341,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8483412322274881
0.8056872037914692,0.8862559241706162,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.7962085308056872,0.8672985781990521,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.8199052132701422,0.8720379146919431,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.8246445497630331,0.8672985781990521,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.8293838862559242,0.8957345971563981,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.7772511848341233,0.8341232227488151,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8815165876777251
0.8246445497630331,0.8720379146919431,0.8720379146919431,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8056872037914692,0.8530805687203792,0.8767772511848341,0.8104265402843602,0.8767772511848341,0.8625592417061612
0.8009478672985783,0.8862559241706162,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8293838862559242,0.8625592417061612,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8056872037914692,0.8909952606635071,0.8957345971563981,0.8056872037914692,0.8720379146919431,0.8483412322274881
0.8199052132701422,0.8483412322274881,0.8815165876777251,0.8104265402843602,0.8672985781990521,0.8578199052132701
0.8009478672985783,0.8767772511848341,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.7962085308056872,0.8578199052132701,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8341232227488151,0.8815165876777251,0.8815165876777251,0.8104265402843602,0.8672985781990521,0.8530805687203792
0.8009478672985783,0.8625592417061612,0.8815165876777251,0.8056872037914692,0.8720379146919431,0.8625592417061612
0.8436018957345972,0.8909952606635071,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8151658767772512,0.8720379146919431,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8199052132701422,0.8672985781990521,0.8909952606635071,0.8104265402843602,0.8672985781990521,0.8720379146919431
0.8436018957345972,0.8672985781990521,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8293838862559242,0.8625592417061612,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8388625592417062
0.8151658767772512,0.8815165876777251,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8056872037914692,0.8767772511848341,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.8009478672985783,0.8578199052132701,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.8246445497630331,0.8530805687203792,0.8720379146919431,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.8246445497630331,0.8625592417061612,0.8720379146919431,0.8104265402843602,0.8625592417061612,0.8625592417061612
0.7962085308056872,0.8767772511848341,0.8720379146919431,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8246445497630331,0.8436018957345972,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8341232227488151,0.8767772511848341,0.9004739336492891,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8246445497630331,0.8625592417061612,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.8246445497630331,0.8862559241706162,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8530805687203792,0.8672985781990521,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8009478672985783,0.8672985781990521,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8388625592417062,0.8720379146919431,0.9004739336492891,0.8104265402843602,0.8720379146919431,0.8436018957345972
0.8341232227488151,0.8578199052132701,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8009478672985783,0.8578199052132701,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8199052132701422,0.8767772511848341,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8199052132701422,0.8672985781990521,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.8341232227488151,0.8530805687203792,0.8862559241706162,0.8056872037914692,0.8625592417061612,0.8672985781990521
0.8104265402843602,0.8720379146919431,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.8056872037914692,0.8957345971563981,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.8151658767772512,0.8815165876777251,0.8815165876777251,0.8104265402843602,0.8767772511848341,0.8720379146919431
0.8246445497630331,0.8720379146919431,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8293838862559242,0.8815165876777251,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8436018957345972,0.8720379146919431,0.8957345971563981,0.8104265402843602,0.8672985781990521,0.8625592417061612
0.8246445497630331,0.9052132701421801,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8341232227488151,0.8862559241706162,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8293838862559242,0.8815165876777251,0.9052132701421801,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8246445497630331,0.8909952606635071,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8104265402843602,0.8436018957345972,0.9004739336492891,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8341232227488151,0.8767772511848341,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.8436018957345972,0.8957345971563981,0.8767772511848341,0.8056872037914692,0.8767772511848341,0.8672985781990521
0.8341232227488151,0.8672985781990521,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8483412322274881
0.8436018957345972,0.8578199052132701,0.8909952606635071,0.8104265402843602,0.8672985781990521,0.8672985781990521
0.7867298578199052,0.8909952606635071,0.8862559241706162,0.8056872037914692,0.8720379146919431,0.8578199052132701
0.8293838862559242,0.9004739336492891,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.8151658767772512,0.8720379146919431,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8483412322274881
0.8436018957345972,0.8815165876777251,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8104265402843602,0.8957345971563981,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8341232227488151
0.8151658767772512,0.8767772511848341,0.8815165876777251,0.8104265402843602,0.8625592417061612,0.8625592417061612
0.8341232227488151,0.8767772511848341,0.9052132701421801,0.8104265402843602,0.8625592417061612,0.8530805687203792
0.8199052132701422,0.8957345971563981,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8199052132701422,0.8720379146919431,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8388625592417062
0.8151658767772512,0.8578199052132701,0.8862559241706162,0.8104265402843602,0.8767772511848341,0.8625592417061612
0.8199052132701422,0.8720379146919431,0.9004739336492891,0.8104265402843602,0.8767772511848341,0.8767772511848341
0.8246445497630331,0.8530805687203792,0.9004739336492891,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8293838862559242,0.8530805687203792,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8199052132701422,0.8388625592417062,0.8720379146919431,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.8341232227488151,0.8578199052132701,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8009478672985783,0.8388625592417062,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.8056872037914692,0.8815165876777251,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8199052132701422,0.8720379146919431,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8388625592417062,0.8436018957345972,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8293838862559242,0.8767772511848341,0.8815165876777251,0.8056872037914692,0.8720379146919431,0.8625592417061612
0.8341232227488151,0.8815165876777251,0.8909952606635071,0.8104265402843602,0.8625592417061612,0.8672985781990521
0.8199052132701422,0.8909952606635071,0.8672985781990521,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8436018957345972,0.8720379146919431,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.8199052132701422,0.8625592417061612,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8151658767772512,0.8625592417061612,0.8815165876777251,0.8104265402843602,0.8625592417061612,0.8388625592417062
0.8104265402843602,0.8578199052132701,0.8862559241706162,0.8104265402843602,0.8767772511848341,0.8767772511848341
0.8293838862559242,0.8530805687203792,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8341232227488151,0.8672985781990521,0.8815165876777251,0.8104265402843602,0.8672985781990521,0.8578199052132701
0.8199052132701422,0.8767772511848341,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8151658767772512,0.8625592417061612,0.8909952606635071,0.8104265402843602,0.8672985781990521,0.8578199052132701
0.8293838862559242,0.8625592417061612,0.9052132701421801,0.8104265402843602,0.8672985781990521,0.8625592417061612
0.8151658767772512,0.8767772511848341,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8293838862559242,0.9052132701421801,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.8104265402843602,0.8672985781990521,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8293838862559242,0.8672985781990521,0.8720379146919431,0.8104265402843602,0.8672985781990521,0.8625592417061612
0.8293838862559242,0.8815165876777251,0.8957345971563981,0.8104265402843602,0.8672985781990521,0.8625592417061612
0.8009478672985783,0.8862559241706162,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8151658767772512,0.8862559241706162,0.8909952606635071,0.8104265402843602,0.8767772511848341,0.8720379146919431
0.8056872037914692,0.8720379146919431,0.9004739336492891,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8151658767772512,0.8388625592417062,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.8056872037914692,0.8909952606635071,0.9052132701421801,0.8056872037914692,0.8767772511848341,0.8625592417061612
0.8151658767772512,0.8957345971563981,0.8815165876777251,0.8104265402843602,0.8672985781990521,0.8720379146919431
0.8246445497630331,0.8815165876777251,0.8862559241706162,0.8104265402843602,0.8625592417061612,0.8672985781990521
0.8104265402843602,0.8957345971563981,0.8862559241706162,0.8104265402843602,0.8767772511848341,0.8815165876777251
0.8246445497630331,0.8483412322274881,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.8341232227488151,0.8720379146919431,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8199052132701422,0.8767772511848341,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8483412322274881,0.8815165876777251,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8388625592417062,0.8672985781990521,0.8862559241706162,0.8104265402843602,0.8672985781990521,0.8720379146919431
0.8199052132701422,0.8862559241706162,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.8199052132701422,0.8625592417061612,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8199052132701422,0.8530805687203792,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8341232227488151,0.8672985781990521,0.8909952606635071,0.8104265402843602,0.8672985781990521,0.8767772511848341
0.8246445497630331,0.8862559241706162,0.8957345971563981,0.8104265402843602,0.8767772511848341,0.8625592417061612
0.8293838862559242,0.8862559241706162,0.8672985781990521,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.7914691943127962,0.8815165876777251,0.8767772511848341,0.8104265402843602,0.8767772511848341,0.8625592417061612
0.8151658767772512,0.8625592417061612,0.8957345971563981,0.8104265402843602,0.8672985781990521,0.8530805687203792
0.8293838862559242,0.8862559241706162,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8104265402843602,0.8672985781990521,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.7914691943127962,0.8578199052132701,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.7914691943127962,0.8957345971563981,0.8815165876777251,0.8104265402843602,0.8672985781990521,0.8862559241706162
0.8199052132701422,0.9004739336492891,0.8957345971563981,0.8104265402843602,0.8672985781990521,0.8578199052132701
0.8341232227488151,0.8767772511848341,0.9052132701421801,0.8104265402843602,0.8672985781990521,0.8672985781990521
0.8104265402843602,0.8578199052132701,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.7819905213270142,0.8720379146919431,0.8862559241706162,0.8104265402843602,0.8672985781990521,0.8483412322274881
0.8293838862559242,0.8625592417061612,0.8957345971563981,0.8104265402843602,0.8767772511848341,0.8720379146919431
0.8436018957345972,0.8957345971563981,0.9004739336492891,0.8104265402843602,0.8720379146919431,0.8483412322274881
0.8246445497630331,0.8767772511848341,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8436018957345972,0.8862559241706162,0.8862559241706162,0.8104265402843602,0.8815165876777251,0.8672985781990521
0.8246445497630331,0.8862559241706162,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.8056872037914692,0.8625592417061612,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8151658767772512,0.8815165876777251,0.8909952606635071,0.8104265402843602,0.8767772511848341,0.8672985781990521
0.8104265402843602,0.8862559241706162,0.8957345971563981,0.8056872037914692,0.8720379146919431,0.8625592417061612
0.8151658767772512,0.8672985781990521,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8388625592417062
0.8199052132701422,0.8767772511848341,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.8246445497630331,0.8957345971563981,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.7962085308056872,0.8625592417061612,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8293838862559242,0.8578199052132701,0.8815165876777251,0.8104265402843602,0.8672985781990521,0.8436018957345972
0.7962085308056872,0.8862559241706162,0.8720379146919431,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8104265402843602,0.8909952606635071,0.9052132701421801,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8151658767772512,0.8767772511848341,0.8815165876777251,0.8104265402843602,0.8767772511848341,0.8720379146919431
0.8199052132701422,0.8720379146919431,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8483412322274881
0.8341232227488151,0.8767772511848341,0.8862559241706162,0.8104265402843602,0.8672985781990521,0.8625592417061612
0.8246445497630331,0.8957345971563981,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8246445497630331,0.8672985781990521,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8151658767772512,0.8909952606635071,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.8151658767772512,0.8720379146919431,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8483412322274881
0.8056872037914692,0.8957345971563981,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.7962085308056872,0.8767772511848341,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8341232227488151,0.8530805687203792,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8246445497630331,0.8672985781990521,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.7962085308056872,0.9052132701421801,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.8009478672985783,0.8578199052132701,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8056872037914692,0.8578199052132701,0.8862559241706162,0.8104265402843602,0.8672985781990521,0.8625592417061612
0.8246445497630331,0.8530805687203792,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8009478672985783,0.8672985781990521,0.8909952606635071,0.8056872037914692,0.8530805687203792,0.8530805687203792
0.8056872037914692,0.8862559241706162,0.8767772511848341,0.8104265402843602,0.8767772511848341,0.8672985781990521
0.8151658767772512,0.8767772511848341,0.9004739336492891,0.8104265402843602,0.8767772511848341,0.8672985781990521
0.8293838862559242,0.8625592417061612,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.8293838862559242,0.8625592417061612,0.8672985781990521,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8199052132701422,0.8672985781990521,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8104265402843602,0.8672985781990521,0.8862559241706162,0.8104265402843602,0.8530805687203792,0.8625592417061612
0.8104265402843602,0.8720379146919431,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.8199052132701422,0.8436018957345972,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8199052132701422,0.8578199052132701,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8199052132701422,0.8672985781990521,0.8815165876777251,0.8104265402843602,0.8625592417061612,0.8815165876777251
0.8293838862559242,0.8815165876777251,0.8957345971563981,0.8104265402843602,0.8672985781990521,0.8720379146919431
0.8530805687203792,0.909952606635071,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8199052132701422,0.8578199052132701,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.8388625592417062,0.9004739336492891,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.8056872037914692,0.8578199052132701,0.8957345971563981,0.8104265402843602,0.8767772511848341,0.8578199052132701
0.8293838862559242,0.8909952606635071,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.8009478672985783,0.9004739336492891,0.8862559241706162,0.8104265402843602,0.8672985781990521,0.8720379146919431
0.8341232227488151,0.8815165876777251,0.8957345971563981,0.8104265402843602,0.8625592417061612,0.8578199052132701
0.8293838862559242,0.8483412322274881,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.8056872037914692,0.8625592417061612,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8672985781990521
